Date,Open,High,Low,Close,Adj Close,Volume
2018-08-21,150.789993,151.970001,150.619995,151.559998,149.186905,3061300
2018-08-22,151.130005,151.440002,150.210007,150.320007,147.966354,2395700
2018-08-23,150.429993,150.740005,149.570007,150.240005,147.887589,2012700
2018-08-24,151.279999,151.460007,149.919998,150.130005,147.779312,2806900
2018-08-27,151.350006,153.039993,151.169998,152.779999,150.387833,3140000
2018-08-28,153.339996,153.720001,151.009995,151.240005,148.871933,4010000
2018-08-29,151.380005,152.000000,150.630005,150.820007,148.458511,2618500
2018-08-30,149.699997,150.279999,149.050003,149.720001,148.161636,3122700
2018-08-31,149.389999,150.809998,149.000000,150.619995,149.052261,3622100
2018-09-04,149.809998,151.710007,149.710007,151.270004,149.695511,6145800
2018-09-05,151.000000,154.289993,150.429993,154.169998,152.565323,5658000
2018-09-06,154.809998,155.960007,154.250000,154.649994,153.040314,3924900
2018-09-07,154.179993,156.600006,154.059998,155.100006,153.485641,5445900
2018-09-10,155.940002,156.910004,155.910004,155.960007,154.336685,4210200
2018-09-11,155.960007,156.809998,154.820007,156.300003,154.673157,3608100
2018-09-12,156.460007,157.690002,156.059998,156.990005,155.355972,4142700
2018-09-13,157.619995,157.949997,156.070007,156.630005,154.999710,3328700
2018-09-14,157.100006,157.800003,156.149994,157.410004,155.771606,2585000
2018-09-17,157.500000,157.850006,156.270004,156.710007,155.078888,2685700
2018-09-18,164.000000,164.580002,162.850006,163.699997,161.996124,10399300
2018-09-19,163.550003,163.699997,161.899994,162.800003,161.105499,6318300
2018-09-20,163.580002,165.110001,162.529999,164.009995,162.302902,6496700
2018-09-21,164.710007,165.630005,164.550003,164.990005,163.272690,13247500
2018-09-24,164.479996,164.839996,163.050003,163.179993,161.481537,4956200
2018-09-25,164.210007,164.639999,162.869995,163.220001,161.521118,5815900
2018-09-26,163.009995,164.539993,162.600006,162.789993,161.095581,3497300
2018-09-27,163.110001,164.320007,162.509995,163.800003,162.095093,2893000
2018-09-28,163.500000,164.149994,162.300003,162.830002,161.135193,3666300
2018-10-01,164.410004,164.979996,164.089996,164.300003,162.589874,3176400
2018-10-02,164.539993,164.539993,162.410004,163.149994,161.451843,3833100
2018-10-03,163.809998,164.770004,162.660004,163.059998,161.362793,3362900
2018-10-04,163.839996,164.649994,162.479996,164.440002,162.728424,3177000
2018-10-05,164.220001,164.639999,163.050003,163.770004,162.065399,2814600
2018-10-08,163.229996,164.880005,162.190002,164.559998,162.847168,3245200
2018-10-09,164.300003,164.660004,162.270004,162.389999,160.699768,3558700
2018-10-10,162.389999,162.970001,154.169998,154.460007,152.852310,8011000
2018-10-11,154.149994,156.279999,150.360001,152.089996,150.506958,6631600
2018-10-12,154.029999,155.179993,151.649994,152.649994,151.061127,5435300
2018-10-15,153.000000,154.529999,151.660004,152.190002,150.605927,4717700
2018-10-16,153.199997,153.710007,151.919998,153.149994,151.555939,6731800
2018-10-17,153.960007,154.440002,149.240005,149.889999,148.329849,6680200
2018-10-18,146.770004,150.080002,146.589996,148.520004,146.974136,7973200
2018-10-19,148.339996,149.729996,147.740005,148.699997,147.152252,5546500
2018-10-22,146.699997,147.380005,145.589996,146.820007,145.291824,6467500
2018-10-23,144.600006,144.940002,141.570007,143.919998,142.421997,6561800
2018-10-24,144.779999,146.169998,140.419998,140.449997,138.988113,8014500
2018-10-25,136.500000,145.149994,135.809998,144.149994,142.649597,9038100
2018-10-26,143.070007,144.160004,140.080002,142.740005,141.254288,5664100
2018-10-29,144.679993,144.710007,139.320007,141.339996,139.868851,5296200
2018-10-30,142.000000,146.610001,141.679993,146.279999,144.757431,4934900
2018-10-31,147.300003,148.960007,145.910004,146.220001,144.698059,4355300
2018-11-01,147.160004,147.949997,146.240005,147.179993,145.648071,3561600
2018-11-02,148.330002,149.979996,147.710007,148.559998,147.013702,5841200
2018-11-05,149.309998,149.800003,148.350006,148.570007,147.023605,5036500
2018-11-06,148.589996,150.639999,148.589996,150.169998,148.606949,4281000
2018-11-07,151.050003,152.929993,150.220001,152.869995,151.278839,5780400
2018-11-08,152.820007,153.300003,151.399994,152.389999,150.803848,2602100
2018-11-09,151.589996,151.820007,149.669998,150.250000,148.686111,3807100
2018-11-12,150.509995,151.000000,147.419998,147.770004,146.231934,3037900
2018-11-13,148.429993,150.070007,147.449997,148.589996,147.043396,2725000
2018-11-14,149.750000,151.490005,146.639999,148.559998,147.013702,4034400
2018-11-15,147.910004,152.139999,146.729996,151.429993,149.853836,3435400
2018-11-16,151.800003,152.940002,151.009995,151.419998,149.843933,3226100
2018-11-19,150.360001,151.380005,148.869995,150.639999,149.072052,4401400
2018-11-20,147.509995,147.820007,140.970001,141.559998,140.086563,7317700
2018-11-21,142.110001,144.619995,141.779999,144.100006,142.600143,4779600
2018-11-23,142.580002,144.119995,142.240005,143.539993,142.045959,1608600
2018-11-26,144.029999,144.660004,142.089996,142.759995,141.274063,4868600
2018-11-27,143.190002,147.380005,142.690002,147.380005,145.845993,4907500
2018-11-28,148.729996,152.139999,146.610001,151.979996,150.398102,4358300
2018-11-29,150.880005,151.679993,149.740005,150.479996,149.701736,2970200
2018-11-30,150.240005,154.369995,150.139999,153.779999,152.984665,6214500
2018-12-03,157.000000,159.630005,156.389999,157.130005,156.317352,5085400
2018-12-04,156.330002,157.589996,151.729996,153.029999,152.238541,4385300
2018-12-06,149.460007,151.750000,146.880005,151.679993,150.895523,5258600
2018-12-07,151.850006,153.520004,147.289993,147.449997,146.687408,5287000
2018-12-10,146.399994,148.600006,144.160004,148.039993,147.274353,4558100
2018-12-11,150.089996,151.149994,146.860001,147.839996,147.075378,3333200
2018-12-12,150.139999,150.889999,147.029999,147.339996,146.577972,5023800
2018-12-13,148.220001,148.220001,144.600006,145.839996,145.085724,5340300
2018-12-14,144.380005,145.869995,141.860001,142.570007,141.832657,4505800
2018-12-17,142.080002,142.199997,138.729996,139.600006,138.878006,4226700
2018-12-18,140.639999,141.639999,138.699997,139.779999,139.057068,2800300
2018-12-19,139.250000,142.639999,135.940002,136.889999,136.182022,3597000
2018-12-20,136.279999,136.990005,133.110001,134.679993,133.983444,5960700
2018-12-21,134.169998,137.660004,132.279999,132.539993,131.854507,7588300
2018-12-24,132.529999,132.529999,128.080002,128.210007,127.546921,2466000
2018-12-26,129.289993,136.070007,128.919998,136.020004,135.316528,3739700
2018-12-27,133.949997,137.139999,131.970001,137.139999,136.430725,3224600
2018-12-28,137.929993,138.580002,135.970001,136.779999,136.072586,2769400
2018-12-31,138.039993,138.509995,136.529999,138.229996,137.515091,2552300
2019-01-02,135.649994,138.320007,134.770004,137.779999,137.067413,3606300
2019-01-03,136.039993,136.750000,132.169998,132.679993,131.993790,5665300
2019-01-04,134.820007,138.580002,134.520004,137.789993,137.077362,5649900
2019-01-07,137.330002,139.229996,136.259995,138.649994,137.932907,4034200
2019-01-08,151.059998,152.889999,149.039993,150.750000,149.970337,10558800
2019-01-09,150.289993,151.059998,148.610001,150.360001,149.582352,4284600
2019-01-10,149.899994,155.289993,149.009995,154.660004,153.860123,6444600
2019-01-11,153.639999,155.029999,153.089996,153.210007,152.417618,3845200
2019-01-14,152.229996,154.240005,151.649994,153.889999,153.094101,3507100
2019-01-15,153.789993,154.360001,151.740005,152.479996,151.691391,4685100
2019-01-16,152.910004,153.729996,150.910004,151.970001,151.184021,4053200
2019-01-17,151.110001,154.919998,150.929993,154.639999,153.840210,4075400
2019-01-18,155.539993,158.800003,155.009995,158.339996,157.521072,5003900
2019-01-22,156.929993,157.199997,154.410004,155.020004,154.218262,6052900
2019-01-23,155.449997,156.020004,152.429993,154.330002,153.531830,4858000
2019-01-24,160.039993,160.759995,156.009995,160.339996,159.510742,9222400
2019-01-25,161.460007,162.000000,160.220001,160.949997,160.117584,7770700
2019-01-28,160.000000,160.789993,159.339996,159.899994,159.073013,3733800
2019-01-29,160.039993,160.929993,158.750000,160.169998,159.341614,3436900
2019-01-30,161.089996,161.889999,159.440002,160.820007,159.988266,4112200
2019-01-31,160.750000,160.990005,157.020004,159.070007,158.247314,7438600
2019-02-01,159.070007,160.509995,158.259995,159.669998,158.844208,4073400
2019-02-04,159.669998,161.160004,159.220001,161.130005,160.296661,5339100
2019-02-05,160.759995,161.339996,160.000000,161.300003,160.465775,3357100
2019-02-06,161.000000,162.020004,160.300003,160.740005,159.908676,2379600
2019-02-07,159.440002,161.600006,158.929993,161.570007,160.734390,3056300
2019-02-08,160.570007,161.759995,160.279999,161.720001,160.883606,2986300
2019-02-11,162.710007,164.630005,162.389999,164.350006,163.500000,4044800
2019-02-12,165.000000,168.050003,164.880005,167.050003,166.186035,3781800
2019-02-13,166.860001,169.169998,166.600006,168.880005,168.006577,3886900
2019-02-14,167.699997,170.520004,167.520004,169.630005,168.752701,4157500
2019-02-15,170.869995,171.350006,169.729996,170.240005,169.359543,3270900
2019-02-19,169.320007,172.440002,169.050003,171.330002,170.443893,3889700
2019-02-20,171.470001,171.929993,170.759995,170.990005,170.105667,3063600
2019-02-21,171.250000,171.830002,169.529999,170.169998,169.289902,3056700
2019-02-22,169.899994,170.350006,168.100006,170.059998,169.180466,4345600
2019-02-25,170.740005,170.740005,168.559998,169.550003,168.673111,4804200
2019-02-26,169.539993,171.229996,168.720001,170.149994,169.269989,3635200
2019-02-27,168.979996,170.550003,167.809998,169.059998,169.059998,2544000
2019-02-28,169.169998,169.190002,167.529999,167.699997,167.699997,3650700
2019-03-01,169.279999,169.539993,166.789993,167.440002,167.440002,3116100
2019-03-04,167.339996,170.110001,166.000000,167.369995,167.369995,4341000
2019-03-05,167.710007,169.190002,166.779999,166.779999,166.779999,2794900
2019-03-06,166.910004,167.210007,165.479996,165.910004,165.910004,3067800
2019-03-07,165.750000,166.110001,164.160004,164.940002,164.940002,4140800
2019-03-08,163.669998,164.479996,161.809998,164.300003,164.300003,2884600
