Date,Open,High,Low,Close,Adj Close,Volume
2018-05-14,13.180000,13.180000,13.180000,13.180000,10.876872,0
2018-05-15,13.120000,13.120000,13.120000,13.120000,10.827356,0
2018-05-16,13.180000,13.180000,13.180000,13.180000,10.876872,0
2018-05-17,13.160000,13.160000,13.160000,13.160000,10.860367,0
2018-05-18,13.130000,13.130000,13.130000,13.130000,10.835609,0
2018-05-21,13.230000,13.230000,13.230000,13.230000,10.918134,0
2018-05-22,13.180000,13.180000,13.180000,13.180000,10.876872,0
2018-05-23,13.230000,13.230000,13.230000,13.230000,10.918134,0
2018-05-24,13.190000,13.190000,13.190000,13.190000,10.885124,0
2018-05-25,13.150000,13.150000,13.150000,13.150000,10.852114,0
2018-05-29,13.000000,13.000000,13.000000,13.000000,10.728326,0
2018-05-30,13.160000,13.160000,13.160000,13.160000,10.860367,0
2018-05-31,13.090000,13.090000,13.090000,13.090000,10.802599,0
2018-06-01,13.230000,13.230000,13.230000,13.230000,10.918134,0
2018-06-04,13.280000,13.280000,13.280000,13.280000,10.959396,0
2018-06-05,13.280000,13.280000,13.280000,13.280000,10.959396,0
2018-06-06,13.400000,13.400000,13.400000,13.400000,11.058429,0
2018-06-07,13.400000,13.400000,13.400000,13.400000,11.058429,0
2018-06-08,13.430000,13.430000,13.430000,13.430000,11.083186,0
2018-06-11,13.460000,13.460000,13.460000,13.460000,11.107944,0
2018-06-12,13.480000,13.480000,13.480000,13.480000,11.124449,0
2018-06-13,13.380000,13.380000,13.380000,13.380000,11.041924,0
2018-06-14,13.420000,13.420000,13.420000,13.420000,11.074934,0
2018-06-15,13.410000,13.410000,13.410000,13.410000,11.066681,0
2018-06-18,13.390000,13.390000,13.390000,13.390000,11.050176,0
2018-06-19,13.310000,13.310000,13.310000,13.310000,10.984155,0
2018-06-20,13.330000,13.330000,13.330000,13.330000,11.000661,0
2018-06-21,13.240000,13.240000,13.240000,13.240000,10.926387,0
2018-06-22,13.280000,13.280000,13.280000,13.280000,10.959396,0
2018-06-25,13.100000,13.100000,13.100000,13.100000,10.810852,0
2018-06-26,13.140000,13.140000,13.140000,13.140000,10.843862,0
2018-06-27,13.040000,13.040000,13.040000,13.040000,10.761336,0
2018-06-28,13.140000,13.140000,13.140000,13.140000,10.843862,0
2018-06-29,13.170000,13.170000,13.170000,13.170000,10.868619,0
2018-07-02,13.200000,13.200000,13.200000,13.200000,10.893376,0
2018-07-03,13.130000,13.130000,13.130000,13.130000,10.835609,0
2018-07-05,13.230000,13.230000,13.230000,13.230000,10.918134,0
2018-07-06,13.310000,13.310000,13.310000,13.310000,10.984155,0
2018-07-09,13.430000,13.430000,13.430000,13.430000,11.083186,0
2018-07-10,13.470000,13.470000,13.470000,13.470000,11.116196,0
2018-07-11,13.360000,13.360000,13.360000,13.360000,11.025417,0
2018-07-12,13.480000,13.480000,13.480000,13.480000,11.124449,0
2018-07-13,13.500000,13.500000,13.500000,13.500000,11.140954,0
2018-07-16,13.500000,13.500000,13.500000,13.500000,11.140954,0
2018-07-17,13.570000,13.570000,13.570000,13.570000,11.198721,0
2018-07-18,13.590000,13.590000,13.590000,13.590000,11.215227,0
2018-07-19,13.540000,13.540000,13.540000,13.540000,11.173964,0
2018-07-20,13.570000,13.570000,13.570000,13.570000,11.198721,0
2018-07-23,13.620000,13.620000,13.620000,13.620000,11.239985,0
2018-07-24,13.720000,13.720000,13.720000,13.720000,11.322510,0
2018-07-25,13.850000,13.850000,13.850000,13.850000,11.429794,0
2018-07-26,13.770000,13.770000,13.770000,13.770000,11.363774,0
2018-07-27,13.710000,13.710000,13.710000,13.710000,11.314258,0
2018-07-30,13.640000,13.640000,13.640000,13.640000,11.256490,0
2018-07-31,13.710000,13.710000,13.710000,13.710000,11.314258,0
2018-08-01,13.720000,13.720000,13.720000,13.720000,11.322510,0
2018-08-02,13.790000,13.790000,13.790000,13.790000,11.380278,0
2018-08-03,13.840000,13.840000,13.840000,13.840000,11.421541,0
2018-08-06,13.900000,13.900000,13.900000,13.900000,11.471056,0
2018-08-07,13.950000,13.950000,13.950000,13.950000,11.512319,0
2018-08-08,13.970000,13.970000,13.970000,13.970000,11.528824,0
2018-08-09,13.940000,13.940000,13.940000,13.940000,11.504066,0
2018-08-10,13.840000,13.840000,13.840000,13.840000,11.421541,0
2018-08-13,13.780000,13.780000,13.780000,13.780000,11.372025,0
2018-08-14,13.870000,13.870000,13.870000,13.870000,11.446299,0
2018-08-15,13.780000,13.780000,13.780000,13.780000,11.372025,0
2018-08-16,13.890000,13.890000,13.890000,13.890000,11.462804,0
2018-08-17,13.920000,13.920000,13.920000,13.920000,11.487561,0
2018-08-20,13.940000,13.940000,13.940000,13.940000,11.504066,0
2018-08-21,13.970000,13.970000,13.970000,13.970000,11.528824,0
2018-08-22,13.960000,13.960000,13.960000,13.960000,11.520572,0
2018-08-23,13.940000,13.940000,13.940000,13.940000,11.504066,0
2018-08-24,14.010000,14.010000,14.010000,14.010000,11.561834,0
2018-08-27,14.110000,14.110000,14.110000,14.110000,11.644360,0
2018-08-28,14.100000,14.100000,14.100000,14.100000,11.636107,0
2018-08-29,14.160000,14.160000,14.160000,14.160000,11.685623,0
2018-08-30,14.110000,14.110000,14.110000,14.110000,11.644360,0
2018-08-31,14.100000,14.100000,14.100000,14.100000,11.636107,0
2018-09-04,14.080000,14.080000,14.080000,14.080000,11.619601,0
2018-09-05,14.040000,14.040000,14.040000,14.040000,11.586592,0
2018-09-06,13.990000,13.990000,13.990000,13.990000,11.545329,0
2018-09-07,13.960000,13.960000,13.960000,13.960000,11.520572,0
2018-09-10,13.980000,13.980000,13.980000,13.980000,11.537077,0
2018-09-11,14.050000,14.050000,14.050000,14.050000,11.594845,0
2018-09-12,14.050000,14.050000,14.050000,14.050000,11.594845,0
2018-09-13,14.110000,14.110000,14.110000,14.110000,11.644360,0
2018-09-14,14.120000,14.120000,14.120000,14.120000,11.652613,0
2018-09-17,14.040000,14.040000,14.040000,14.040000,11.586592,0
2018-09-18,14.140000,14.140000,14.140000,14.140000,11.669118,0
2018-09-19,14.170000,14.170000,14.170000,14.170000,11.693876,0
2018-09-20,14.290000,14.290000,14.290000,14.290000,11.792906,0
2018-09-21,14.310000,14.310000,14.310000,14.310000,11.809412,0
2018-09-24,14.260000,14.260000,14.260000,14.260000,11.768148,0
2018-09-25,14.260000,14.260000,14.260000,14.260000,11.768148,0
2018-09-26,14.210000,14.210000,14.210000,14.210000,11.726886,0
2018-09-27,14.240000,14.240000,14.240000,14.240000,11.751643,0
2018-09-28,14.240000,14.240000,14.240000,14.240000,11.751643,0
2018-10-01,14.300000,14.300000,14.300000,14.300000,11.801158,0
2018-10-02,14.290000,14.290000,14.290000,14.290000,11.792906,0
2018-10-03,14.300000,14.300000,14.300000,14.300000,11.801158,0
2018-10-04,14.220000,14.220000,14.220000,14.220000,11.735138,0
